"FREQUENC","GEO","TIME","DEG_URB","SEX","AGE","UNIT","Value","Flag and Footnotes"
"Less than once a month","Iceland","2014","Cities","Total","Total","Percentage","19.8",""
"Less than once a month","Iceland","2014","Cities","Total","From 15 to 24 years","Percentage","20.5",""
"Less than once a month","Iceland","2014","Cities","Total","From 25 to 64 years","Percentage","20.2",""
"Less than once a month","Iceland","2014","Cities","Total","65 years or over","Percentage","17.4",""
"Less than once a month","Iceland","2014","Cities","Males","Total","Percentage","15.1",""
"Less than once a month","Iceland","2014","Cities","Males","From 15 to 24 years","Percentage","18.8",""
"Less than once a month","Iceland","2014","Cities","Males","From 25 to 64 years","Percentage","14.1",""
"Less than once a month","Iceland","2014","Cities","Males","65 years or over","Percentage","15.0",""
"Less than once a month","Iceland","2014","Cities","Females","Total","Percentage","24.6",""
"Less than once a month","Iceland","2014","Cities","Females","From 15 to 24 years","Percentage","22.3",""
"Less than once a month","Iceland","2014","Cities","Females","From 25 to 64 years","Percentage","26.4",""
"Less than once a month","Iceland","2014","Cities","Females","65 years or over","Percentage","19.9",""
"Less than once a month","Norway","2014","Cities","Total","Total","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Total","From 15 to 24 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Total","From 25 to 64 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Total","65 years or over","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Males","Total","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Males","From 15 to 24 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Males","From 25 to 64 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Males","65 years or over","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Females","Total","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Females","From 15 to 24 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Females","From 25 to 64 years","Percentage","0",""
"Less than once a month","Norway","2014","Cities","Females","65 years or over","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Total","Total","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Total","From 15 to 24 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Total","From 25 to 64 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Total","65 years or over","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Males","Total","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Males","From 15 to 24 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Males","From 25 to 64 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Males","65 years or over","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Females","Total","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Females","From 15 to 24 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Females","From 25 to 64 years","Percentage","0",""
"Less than once a month","Turkey","2014","Cities","Females","65 years or over","Percentage","0",""
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Total","Total","Percentage","23.0","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Total","From 15 to 24 years","Percentage","29.7","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Total","From 25 to 64 years","Percentage","19.3","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Total","65 years or over","Percentage","31.0","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Males","Total","Percentage","16.3","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Males","From 15 to 24 years","Percentage","28.5","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Males","From 25 to 64 years","Percentage","13.4","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Males","65 years or over","Percentage","19.0","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Females","Total","Percentage","29.0","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Females","From 15 to 24 years","Percentage","30.8","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Females","From 25 to 64 years","Percentage","24.8","e"
"Never or not in the last 12 months","European Union - 28 countries","2014","Cities","Females","65 years or over","Percentage","39.7","e"
"Never or not in the last 12 months","Belgium","2014","Cities","Total","Total","Percentage","21.8","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Total","From 15 to 24 years","Percentage","35.1","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Total","From 25 to 64 years","Percentage","19.9","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Total","65 years or over","Percentage","21.6","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Males","Total","Percentage","17.2","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Males","From 15 to 24 years","Percentage","30.2","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Males","From 25 to 64 years","Percentage","15.7","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Males","65 years or over","Percentage","15.5","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Females","Total","Percentage","26.2","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Females","From 15 to 24 years","Percentage","40.1","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Females","From 25 to 64 years","Percentage","24.0","u"
"Never or not in the last 12 months","Belgium","2014","Cities","Females","65 years or over","Percentage","26.8","u"
"Never or not in the last 12 months","Bulgaria","2014","Cities","Total","Total","Percentage","28.1",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Total","From 15 to 24 years","Percentage","45.0",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Total","From 25 to 64 years","Percentage","20.0",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Total","65 years or over","Percentage","47.7",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Males","Total","Percentage","18.5",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Males","From 15 to 24 years","Percentage","41.2",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Males","From 25 to 64 years","Percentage","11.6",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Males","65 years or over","Percentage","31.8",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Females","Total","Percentage","36.6",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Females","From 15 to 24 years","Percentage","49.6",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Females","From 25 to 64 years","Percentage","27.8",""
"Never or not in the last 12 months","Bulgaria","2014","Cities","Females","65 years or over","Percentage","57.6",""
"Never or not in the last 12 months","Czechia","2014","Cities","Total","Total","Percentage","12.5",""
"Never or not in the last 12 months","Czechia","2014","Cities","Total","From 15 to 24 years","Percentage","19.7",""
"Never or not in the last 12 months","Czechia","2014","Cities","Total","From 25 to 64 years","Percentage","8.4",""
"Never or not in the last 12 months","Czechia","2014","Cities","Total","65 years or over","Percentage","20.3",""
"Never or not in the last 12 months","Czechia","2014","Cities","Males","Total","Percentage","9.8",""
"Never or not in the last 12 months","Czechia","2014","Cities","Males","From 15 to 24 years","Percentage","23.7",""
"Never or not in the last 12 months","Czechia","2014","Cities","Males","From 25 to 64 years","Percentage","5.9",""
"Never or not in the last 12 months","Czechia","2014","Cities","Males","65 years or over","Percentage","13.5",""
"Never or not in the last 12 months","Czechia","2014","Cities","Females","Total","Percentage","14.9",""
"Never or not in the last 12 months","Czechia","2014","Cities","Females","From 15 to 24 years","Percentage","14.2",""
"Never or not in the last 12 months","Czechia","2014","Cities","Females","From 25 to 64 years","Percentage","10.6",""
"Never or not in the last 12 months","Czechia","2014","Cities","Females","65 years or over","Percentage","25.2",""
"Never or not in the last 12 months","Denmark","2014","Cities","Total","Total","Percentage","8.4",""
"Never or not in the last 12 months","Denmark","2014","Cities","Total","From 15 to 24 years","Percentage","9.2",""
"Never or not in the last 12 months","Denmark","2014","Cities","Total","From 25 to 64 years","Percentage","8.3",""
"Never or not in the last 12 months","Denmark","2014","Cities","Total","65 years or over","Percentage","8.0",""
"Never or not in the last 12 months","Denmark","2014","Cities","Males","Total","Percentage","6.0",""
"Never or not in the last 12 months","Denmark","2014","Cities","Males","From 15 to 24 years","Percentage","10.9",""
"Never or not in the last 12 months","Denmark","2014","Cities","Males","From 25 to 64 years","Percentage","5.0",""
"Never or not in the last 12 months","Denmark","2014","Cities","Males","65 years or over","Percentage","4.7",""
"Never or not in the last 12 months","Denmark","2014","Cities","Females","Total","Percentage","10.7",""
"Never or not in the last 12 months","Denmark","2014","Cities","Females","From 15 to 24 years","Percentage","7.6",""
"Never or not in the last 12 months","Denmark","2014","Cities","Females","From 25 to 64 years","Percentage","11.8",""
"Never or not in the last 12 months","Denmark","2014","Cities","Females","65 years or over","Percentage","10.2",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","Total","Percentage","13.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 15 to 24 years","Percentage","19.4",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 25 to 64 years","Percentage","11.7",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","65 years or over","Percentage","17.1",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","Total","Percentage","11.8",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 15 to 24 years","Percentage","22.0",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 25 to 64 years","Percentage","10.1",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","65 years or over","Percentage","11.0",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","Total","Percentage","15.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 15 to 24 years","Percentage","16.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 25 to 64 years","Percentage","13.4",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","65 years or over","Percentage","21.5",""
"Never or not in the last 12 months","Estonia","2014","Cities","Total","Total","Percentage","17.1",""
"Never or not in the last 12 months","Estonia","2014","Cities","Total","From 15 to 24 years","Percentage","22.8",""
"Never or not in the last 12 months","Estonia","2014","Cities","Total","From 25 to 64 years","Percentage","11.3",""
"Never or not in the last 12 months","Estonia","2014","Cities","Total","65 years or over","Percentage","33.3",""
"Never or not in the last 12 months","Estonia","2014","Cities","Males","Total","Percentage","12.4",""
"Never or not in the last 12 months","Estonia","2014","Cities","Males","From 15 to 24 years","Percentage","21.8",""
"Never or not in the last 12 months","Estonia","2014","Cities","Males","From 25 to 64 years","Percentage","9.3",""
"Never or not in the last 12 months","Estonia","2014","Cities","Males","65 years or over","Percentage","19.1",""
"Never or not in the last 12 months","Estonia","2014","Cities","Females","Total","Percentage","21.2",""
"Never or not in the last 12 months","Estonia","2014","Cities","Females","From 15 to 24 years","Percentage","23.7",""
"Never or not in the last 12 months","Estonia","2014","Cities","Females","From 25 to 64 years","Percentage","13.3",""
"Never or not in the last 12 months","Estonia","2014","Cities","Females","65 years or over","Percentage","40.4",""
"Never or not in the last 12 months","Ireland","2014","Cities","Total","Total","Percentage","14.1",""
"Never or not in the last 12 months","Ireland","2014","Cities","Total","From 15 to 24 years","Percentage","11.1",""
"Never or not in the last 12 months","Ireland","2014","Cities","Total","From 25 to 64 years","Percentage","11.8",""
"Never or not in the last 12 months","Ireland","2014","Cities","Total","65 years or over","Percentage","27.1",""
"Never or not in the last 12 months","Ireland","2014","Cities","Males","Total","Percentage","12.0",""
"Never or not in the last 12 months","Ireland","2014","Cities","Males","From 15 to 24 years","Percentage","10.9","u"
"Never or not in the last 12 months","Ireland","2014","Cities","Males","From 25 to 64 years","Percentage","10.5",""
"Never or not in the last 12 months","Ireland","2014","Cities","Males","65 years or over","Percentage","20.5",""
"Never or not in the last 12 months","Ireland","2014","Cities","Females","Total","Percentage","16.1",""
"Never or not in the last 12 months","Ireland","2014","Cities","Females","From 15 to 24 years","Percentage","11.4",""
"Never or not in the last 12 months","Ireland","2014","Cities","Females","From 25 to 64 years","Percentage","13.1",""
"Never or not in the last 12 months","Ireland","2014","Cities","Females","65 years or over","Percentage","32.6",""
"Never or not in the last 12 months","Greece","2014","Cities","Total","Total","Percentage","29.8",""
"Never or not in the last 12 months","Greece","2014","Cities","Total","From 15 to 24 years","Percentage","19.9",""
"Never or not in the last 12 months","Greece","2014","Cities","Total","From 25 to 64 years","Percentage","25.9",""
"Never or not in the last 12 months","Greece","2014","Cities","Total","65 years or over","Percentage","46.9",""
"Never or not in the last 12 months","Greece","2014","Cities","Males","Total","Percentage","19.7",""
"Never or not in the last 12 months","Greece","2014","Cities","Males","From 15 to 24 years","Percentage","22.6",""
"Never or not in the last 12 months","Greece","2014","Cities","Males","From 25 to 64 years","Percentage","17.4",""
"Never or not in the last 12 months","Greece","2014","Cities","Males","65 years or over","Percentage","25.8",""
"Never or not in the last 12 months","Greece","2014","Cities","Females","Total","Percentage","38.9",""
"Never or not in the last 12 months","Greece","2014","Cities","Females","From 15 to 24 years","Percentage","17.0",""
"Never or not in the last 12 months","Greece","2014","Cities","Females","From 25 to 64 years","Percentage","34.0",""
"Never or not in the last 12 months","Greece","2014","Cities","Females","65 years or over","Percentage","62.0",""
"Never or not in the last 12 months","Spain","2014","Cities","Total","Total","Percentage","29.8",""
"Never or not in the last 12 months","Spain","2014","Cities","Total","From 15 to 24 years","Percentage","34.6",""
"Never or not in the last 12 months","Spain","2014","Cities","Total","From 25 to 64 years","Percentage","25.3",""
"Never or not in the last 12 months","Spain","2014","Cities","Total","65 years or over","Percentage","41.9",""
"Never or not in the last 12 months","Spain","2014","Cities","Males","Total","Percentage","20.6",""
"Never or not in the last 12 months","Spain","2014","Cities","Males","From 15 to 24 years","Percentage","31.9",""
"Never or not in the last 12 months","Spain","2014","Cities","Males","From 25 to 64 years","Percentage","17.7",""
"Never or not in the last 12 months","Spain","2014","Cities","Males","65 years or over","Percentage","23.9",""
"Never or not in the last 12 months","Spain","2014","Cities","Females","Total","Percentage","38.0",""
"Never or not in the last 12 months","Spain","2014","Cities","Females","From 15 to 24 years","Percentage","37.4",""
"Never or not in the last 12 months","Spain","2014","Cities","Females","From 25 to 64 years","Percentage","32.5",""
"Never or not in the last 12 months","Spain","2014","Cities","Females","65 years or over","Percentage","54.8",""
"Never or not in the last 12 months","Croatia","2014","Cities","Total","Total","Percentage","34.9",""
"Never or not in the last 12 months","Croatia","2014","Cities","Total","From 15 to 24 years","Percentage","32.5",""
"Never or not in the last 12 months","Croatia","2014","Cities","Total","From 25 to 64 years","Percentage","31.0",""
"Never or not in the last 12 months","Croatia","2014","Cities","Total","65 years or over","Percentage","45.3",""
"Never or not in the last 12 months","Croatia","2014","Cities","Males","Total","Percentage","24.1",""
"Never or not in the last 12 months","Croatia","2014","Cities","Males","From 15 to 24 years","Percentage","31.4","u"
"Never or not in the last 12 months","Croatia","2014","Cities","Males","From 25 to 64 years","Percentage","22.1",""
"Never or not in the last 12 months","Croatia","2014","Cities","Males","65 years or over","Percentage","25.3",""
"Never or not in the last 12 months","Croatia","2014","Cities","Females","Total","Percentage","43.2",""
"Never or not in the last 12 months","Croatia","2014","Cities","Females","From 15 to 24 years","Percentage","33.3",""
"Never or not in the last 12 months","Croatia","2014","Cities","Females","From 25 to 64 years","Percentage","38.3",""
"Never or not in the last 12 months","Croatia","2014","Cities","Females","65 years or over","Percentage","58.3",""
"Never or not in the last 12 months","Italy","2014","Cities","Total","Total","Percentage","31.4","d"
"Never or not in the last 12 months","Italy","2014","Cities","Total","From 15 to 24 years","Percentage","42.5","d"
"Never or not in the last 12 months","Italy","2014","Cities","Total","From 25 to 64 years","Percentage","27.6","d"
"Never or not in the last 12 months","Italy","2014","Cities","Total","65 years or over","Percentage","36.4","d"
"Never or not in the last 12 months","Italy","2014","Cities","Males","Total","Percentage","19.5","d"
"Never or not in the last 12 months","Italy","2014","Cities","Males","From 15 to 24 years","Percentage","38.3","d"
"Never or not in the last 12 months","Italy","2014","Cities","Males","From 25 to 64 years","Percentage","15.8","d"
"Never or not in the last 12 months","Italy","2014","Cities","Males","65 years or over","Percentage","20.2","d"
"Never or not in the last 12 months","Italy","2014","Cities","Females","Total","Percentage","41.7","d"
"Never or not in the last 12 months","Italy","2014","Cities","Females","From 15 to 24 years","Percentage","47.2","d"
"Never or not in the last 12 months","Italy","2014","Cities","Females","From 25 to 64 years","Percentage","38.0","d"
"Never or not in the last 12 months","Italy","2014","Cities","Females","65 years or over","Percentage","48.3","d"
"Never or not in the last 12 months","Cyprus","2014","Cities","Total","Total","Percentage","43.8",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Total","From 15 to 24 years","Percentage","52.4",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Total","From 25 to 64 years","Percentage","39.6",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Total","65 years or over","Percentage","54.3",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Males","Total","Percentage","25.8",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Males","From 15 to 24 years","Percentage","41.0",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Males","From 25 to 64 years","Percentage","21.4",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Males","65 years or over","Percentage","31.9",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Females","Total","Percentage","59.4",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Females","From 15 to 24 years","Percentage","62.2",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Females","From 25 to 64 years","Percentage","55.7",""
"Never or not in the last 12 months","Cyprus","2014","Cities","Females","65 years or over","Percentage","72.9",""
"Never or not in the last 12 months","Latvia","2014","Cities","Total","Total","Percentage","22.9",""
"Never or not in the last 12 months","Latvia","2014","Cities","Total","From 15 to 24 years","Percentage","29.5",""
"Never or not in the last 12 months","Latvia","2014","Cities","Total","From 25 to 64 years","Percentage","15.2",""
"Never or not in the last 12 months","Latvia","2014","Cities","Total","65 years or over","Percentage","42.7",""
"Never or not in the last 12 months","Latvia","2014","Cities","Males","Total","Percentage","16.5",""
"Never or not in the last 12 months","Latvia","2014","Cities","Males","From 15 to 24 years","Percentage","25.7",""
"Never or not in the last 12 months","Latvia","2014","Cities","Males","From 25 to 64 years","Percentage","13.2",""
"Never or not in the last 12 months","Latvia","2014","Cities","Males","65 years or over","Percentage","24.8",""
"Never or not in the last 12 months","Latvia","2014","Cities","Females","Total","Percentage","27.6",""
"Never or not in the last 12 months","Latvia","2014","Cities","Females","From 15 to 24 years","Percentage","33.0",""
"Never or not in the last 12 months","Latvia","2014","Cities","Females","From 25 to 64 years","Percentage","16.9",""
"Never or not in the last 12 months","Latvia","2014","Cities","Females","65 years or over","Percentage","50.6",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Total","Total","Percentage","24.7",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Total","From 15 to 24 years","Percentage","39.7",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Total","From 25 to 64 years","Percentage","12.6",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Total","65 years or over","Percentage","50.4",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Males","Total","Percentage","18.9",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Males","From 15 to 24 years","Percentage","32.8",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Males","From 25 to 64 years","Percentage","10.8",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Males","65 years or over","Percentage","36.8",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Females","Total","Percentage","29.2",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Females","From 15 to 24 years","Percentage","47.2",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Females","From 25 to 64 years","Percentage","14.0",""
"Never or not in the last 12 months","Lithuania","2014","Cities","Females","65 years or over","Percentage","57.0",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Total","Total","Percentage","18.6",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Total","From 15 to 24 years","Percentage","28.6",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Total","From 25 to 64 years","Percentage","16.6",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Total","65 years or over","Percentage","20.5",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Males","Total","Percentage","12.0",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Males","From 15 to 24 years","Percentage","20.0","u"
"Never or not in the last 12 months","Luxembourg","2014","Cities","Males","From 25 to 64 years","Percentage","10.4",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Males","65 years or over","Percentage","14.3",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Females","Total","Percentage","25.4",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Females","From 15 to 24 years","Percentage","38.7","u"
"Never or not in the last 12 months","Luxembourg","2014","Cities","Females","From 25 to 64 years","Percentage","23.5",""
"Never or not in the last 12 months","Luxembourg","2014","Cities","Females","65 years or over","Percentage","25.6","u"
"Never or not in the last 12 months","Hungary","2014","Cities","Total","Total","Percentage","24.1",""
"Never or not in the last 12 months","Hungary","2014","Cities","Total","From 15 to 24 years","Percentage","24.4",""
"Never or not in the last 12 months","Hungary","2014","Cities","Total","From 25 to 64 years","Percentage","19.5",""
"Never or not in the last 12 months","Hungary","2014","Cities","Total","65 years or over","Percentage","37.9",""
"Never or not in the last 12 months","Hungary","2014","Cities","Males","Total","Percentage","15.6",""
"Never or not in the last 12 months","Hungary","2014","Cities","Males","From 15 to 24 years","Percentage","20.0",""
"Never or not in the last 12 months","Hungary","2014","Cities","Males","From 25 to 64 years","Percentage","14.3",""
"Never or not in the last 12 months","Hungary","2014","Cities","Males","65 years or over","Percentage","17.1",""
"Never or not in the last 12 months","Hungary","2014","Cities","Females","Total","Percentage","31.2",""
"Never or not in the last 12 months","Hungary","2014","Cities","Females","From 15 to 24 years","Percentage","28.7",""
"Never or not in the last 12 months","Hungary","2014","Cities","Females","From 25 to 64 years","Percentage","24.1",""
"Never or not in the last 12 months","Hungary","2014","Cities","Females","65 years or over","Percentage","50.6",""
"Never or not in the last 12 months","Malta","2014","Cities","Total","Total","Percentage","23.6",""
"Never or not in the last 12 months","Malta","2014","Cities","Total","From 15 to 24 years","Percentage","15.5",""
"Never or not in the last 12 months","Malta","2014","Cities","Total","From 25 to 64 years","Percentage","21.2",""
"Never or not in the last 12 months","Malta","2014","Cities","Total","65 years or over","Percentage","36.5",""
"Never or not in the last 12 months","Malta","2014","Cities","Males","Total","Percentage","13.7",""
"Never or not in the last 12 months","Malta","2014","Cities","Males","From 15 to 24 years","Percentage","8.6",""
"Never or not in the last 12 months","Malta","2014","Cities","Males","From 25 to 64 years","Percentage","12.7",""
"Never or not in the last 12 months","Malta","2014","Cities","Males","65 years or over","Percentage","21.7",""
"Never or not in the last 12 months","Malta","2014","Cities","Females","Total","Percentage","33.4",""
"Never or not in the last 12 months","Malta","2014","Cities","Females","From 15 to 24 years","Percentage","22.6",""
"Never or not in the last 12 months","Malta","2014","Cities","Females","From 25 to 64 years","Percentage","30.3",""
"Never or not in the last 12 months","Malta","2014","Cities","Females","65 years or over","Percentage","47.9",""
"Never or not in the last 12 months","Austria","2014","Cities","Total","Total","Percentage","20.9",""
"Never or not in the last 12 months","Austria","2014","Cities","Total","From 15 to 24 years","Percentage","22.4",""
"Never or not in the last 12 months","Austria","2014","Cities","Total","From 25 to 64 years","Percentage","19.3",""
"Never or not in the last 12 months","Austria","2014","Cities","Total","65 years or over","Percentage","24.9",""
"Never or not in the last 12 months","Austria","2014","Cities","Males","Total","Percentage","16.6",""
"Never or not in the last 12 months","Austria","2014","Cities","Males","From 15 to 24 years","Percentage","18.8",""
"Never or not in the last 12 months","Austria","2014","Cities","Males","From 25 to 64 years","Percentage","14.9",""
"Never or not in the last 12 months","Austria","2014","Cities","Males","65 years or over","Percentage","20.8",""
"Never or not in the last 12 months","Austria","2014","Cities","Females","Total","Percentage","24.9",""
"Never or not in the last 12 months","Austria","2014","Cities","Females","From 15 to 24 years","Percentage","26.4",""
"Never or not in the last 12 months","Austria","2014","Cities","Females","From 25 to 64 years","Percentage","23.5",""
"Never or not in the last 12 months","Austria","2014","Cities","Females","65 years or over","Percentage","27.5",""
"Never or not in the last 12 months","Poland","2014","Cities","Total","Total","Percentage","23.2",""
"Never or not in the last 12 months","Poland","2014","Cities","Total","From 15 to 24 years","Percentage","28.9",""
"Never or not in the last 12 months","Poland","2014","Cities","Total","From 25 to 64 years","Percentage","17.0",""
"Never or not in the last 12 months","Poland","2014","Cities","Total","65 years or over","Percentage","41.8",""
"Never or not in the last 12 months","Poland","2014","Cities","Males","Total","Percentage","15.5",""
"Never or not in the last 12 months","Poland","2014","Cities","Males","From 15 to 24 years","Percentage","26.2",""
"Never or not in the last 12 months","Poland","2014","Cities","Males","From 25 to 64 years","Percentage","10.6",""
"Never or not in the last 12 months","Poland","2014","Cities","Males","65 years or over","Percentage","28.5",""
"Never or not in the last 12 months","Poland","2014","Cities","Females","Total","Percentage","29.4",""
"Never or not in the last 12 months","Poland","2014","Cities","Females","From 15 to 24 years","Percentage","31.6",""
"Never or not in the last 12 months","Poland","2014","Cities","Females","From 25 to 64 years","Percentage","22.4",""
"Never or not in the last 12 months","Poland","2014","Cities","Females","65 years or over","Percentage","50.2",""
"Never or not in the last 12 months","Portugal","2014","Cities","Total","Total","Percentage","26.3",""
"Never or not in the last 12 months","Portugal","2014","Cities","Total","From 15 to 24 years","Percentage","31.7",""
"Never or not in the last 12 months","Portugal","2014","Cities","Total","From 25 to 64 years","Percentage","22.0",""
"Never or not in the last 12 months","Portugal","2014","Cities","Total","65 years or over","Percentage","35.4",""
"Never or not in the last 12 months","Portugal","2014","Cities","Males","Total","Percentage","13.9",""
"Never or not in the last 12 months","Portugal","2014","Cities","Males","From 15 to 24 years","Percentage","30.3",""
"Never or not in the last 12 months","Portugal","2014","Cities","Males","From 25 to 64 years","Percentage","10.7",""
"Never or not in the last 12 months","Portugal","2014","Cities","Males","65 years or over","Percentage","13.5",""
"Never or not in the last 12 months","Portugal","2014","Cities","Females","Total","Percentage","36.8",""
"Never or not in the last 12 months","Portugal","2014","Cities","Females","From 15 to 24 years","Percentage","33.1",""
"Never or not in the last 12 months","Portugal","2014","Cities","Females","From 25 to 64 years","Percentage","32.0",""
"Never or not in the last 12 months","Portugal","2014","Cities","Females","65 years or over","Percentage","50.6",""
"Never or not in the last 12 months","Romania","2014","Cities","Total","Total","Percentage","42.1",""
"Never or not in the last 12 months","Romania","2014","Cities","Total","From 15 to 24 years","Percentage","61.6",""
"Never or not in the last 12 months","Romania","2014","Cities","Total","From 25 to 64 years","Percentage","35.2",""
"Never or not in the last 12 months","Romania","2014","Cities","Total","65 years or over","Percentage","59.0",""
"Never or not in the last 12 months","Romania","2014","Cities","Males","Total","Percentage","27.0",""
"Never or not in the last 12 months","Romania","2014","Cities","Males","From 15 to 24 years","Percentage","55.2",""
"Never or not in the last 12 months","Romania","2014","Cities","Males","From 25 to 64 years","Percentage","20.3",""
"Never or not in the last 12 months","Romania","2014","Cities","Males","65 years or over","Percentage","38.7",""
"Never or not in the last 12 months","Romania","2014","Cities","Females","Total","Percentage","55.4",""
"Never or not in the last 12 months","Romania","2014","Cities","Females","From 15 to 24 years","Percentage","67.6",""
"Never or not in the last 12 months","Romania","2014","Cities","Females","From 25 to 64 years","Percentage","49.0",""
"Never or not in the last 12 months","Romania","2014","Cities","Females","65 years or over","Percentage","72.0",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Total","Total","Percentage","20.3",""
